timestamp,ch0,ch1
3708459.139,212,693
3708459.139,192,711
3708459.148,116,711
3708459.148,93,696
3708459.157,90,633
3708459.157,108,616
3708459.163,185,615
3708459.163,210,630
3708459.172,210,693
3708459.172,195,710
3708459.181,118,710
3708459.181,94,696
3708459.187,93,632
3708459.187,110,615
3708459.195,185,617
3708459.195,206,634
3708459.217,204,696
3708459.217,187,717
3708459.232,111,721
3708459.232,87,710
3708459.233,86,649
3708459.233,102,634
3708459.236,181,636
3708459.236,204,652
3708459.237,205,716
3708459.237,187,732
3708459.245,110,731
3708459.245,87,714
3708459.263,86,651
3708459.263,103,634
3708459.263,180,633
3708459.263,204,647
3708459.266,206,711
3708459.266,188,728
3708459.275,111,729
3708459.275,87,714
3708459.285,86,649
3708459.285,102,631
3708459.29,180,631
3708459.29,204,646
3708459.299,204,711
3708459.299,188,728
3708459.311,111,727
3708459.311,86,711
3708459.317,87,648
3708459.317,106,631
3708459.323,181,630
3708459.323,206,645
3708459.332,207,708
3708459.332,190,724
3708459.341,112,725
3708459.341,88,710
3708459.35,89,646
3708459.35,105,628
3708459.355,180,628
3708459.355,204,643
3708459.374,206,707
3708459.374,188,723
3708459.374,111,724
3708459.374,87,709
3708459.38,86,646
3708459.38,104,629
3708459.399,180,629
3708459.399,202,643
3708459.399,205,706
3708459.399,186,723
3708459.403,112,723
3708459.403,87,708
3708459.409,87,643
3708459.409,104,627
3708459.419,179,626
3708459.419,203,641
3708459.429,204,705
3708459.429,187,721
3708459.438,110,722
3708459.438,87,707
3708459.443,87,644
3708459.443,103,627
3708459.452,179,626
3708459.452,202,641
3708459.461,206,704
3708459.461,188,722
3708459.466,110,722
3708459.466,86,707
3708459.475,85,644
3708459.475,103,626
3708459.484,181,627
3708459.484,204,641
3708459.494,205,704
3708459.494,189,722
3708459.519,111,722
3708459.519,86,706
3708459.531,86,643
3708459.531,103,626
3708459.533,180,626
3708459.533,204,641
3708459.534,204,704
3708459.534,188,721
3708459.536,111,721
3708459.536,86,707
3708459.539,86,643
3708459.539,103,624
3708459.548,180,625
3708459.548,202,640
3708459.556,203,703
3708459.556,187,723
3708459.567,112,723
3708459.567,88,707
3708459.573,87,643
3708459.573,104,626
3708459.579,180,626
3708459.579,203,640
3708459.588,205,704
3708459.588,189,720
3708459.597,111,721
3708459.597,87,706
3708459.603,86,642
3708459.603,103,624
3708459.612,180,625
3708459.612,202,640
3708459.621,204,703
3708459.621,189,720
3708459.63,112,720
3708459.63,87,705
3708459.635,86,642
3708459.635,102,624
3708459.654,180,624
3708459.654,203,639
3708459.654,204,702
3708459.654,187,720
3708459.661,111,720
3708459.661,86,705
3708459.68,85,643
3708459.68,103,625
3708459.68,181,625
3708459.68,205,641
3708459.684,206,704
3708459.684,189,721
3708459.692,111,721
3708459.692,87,706
3708459.7,87,642
3708459.7,103,625
3708459.706,181,623
3708459.706,203,638
3708459.715,205,702
3708459.715,187,720
3708459.725,110,721
3708459.725,85,705
3708459.734,85,642
3708459.734,103,625
3708459.74,179,624
3708459.74,204,640
3708459.749,204,704
3708459.749,188,720
3708459.756,112,720
3708459.756,87,706
3708459.763,86,643
3708459.763,104,625
3708459.772,181,624
3708459.772,203,639
3708459.79,205,703
3708459.79,187,721
3708459.79,111,723
3708459.79,86,710
3708459.797,85,647
3708459.797,106,630
3708459.819,180,633
3708459.819,203,653
3708459.832,205,722
3708459.832,187,745
3708459.833,112,748
3708459.833,87,738
3708459.836,87,677
3708459.836,104,663
3708459.837,181,664
3708459.837,205,682
3708459.845,205,749
3708459.845,187,766
3708459.85,111,768
3708459.85,86,751
3708459.859,85,688
3708459.859,103,670
3708459.868,179,668
3708459.868,203,681
3708459.877,204,743
3708459.877,187,758
3708459.884,110,756
3708459.884,86,740
3708459.891,88,676
3708459.891,104,659
3708459.9,179,658
3708459.9,204,672
3708459.916,205,735
3708459.916,188,752
3708459.916,112,753
3708459.916,88,737
3708459.935,87,672
3708459.935,102,656
3708459.935,180,656
3708459.935,204,671
3708459.941,204,734
3708459.941,188,752
3708459.959,111,753
3708459.959,88,738
3708459.959,88,673
3708459.959,103,656
3708459.963,180,656
3708459.963,207,672
3708459.972,203,735
3708459.972,179,752
3708459.98,100,753
3708459.98,71,738
3708459.987,62,674
3708459.987,75,657
3708459.994,145,657
3708459.994,162,672
3708460.006,157,735
3708460.006,135,753
3708460.013,52,753
3708460.013,20,738
3708460.02,15,675
3708460.02,26,657
3708460.029,97,656
3708460.029,115,672
3708460.037,109,736
3708460.037,87,753
3708460.044,6,754
3708460.044,-23,738
3708460.053,-27,675
3708460.053,-13,658
3708460.071,63,658
3708460.071,87,672
3708460.071,88,737
3708460.071,70,754
3708460.078,-6,754
3708460.078,-31,738
3708460.083,-31,674
3708460.083,-13,658
3708460.095,62,658
3708460.095,85,674
3708460.118,88,738
3708460.118,72,754
3708460.142,-6,755
3708460.142,-31,740
3708460.156,-32,677
3708460.156,-16,659
3708460.157,61,658
3708460.157,84,673
3708460.16,86,736
3708460.16,70,754
3708460.162,-9,755
3708460.162,-34,740
3708460.166,-34,675
3708460.166,-16,657
3708460.166,60,658
3708460.166,84,674
3708460.169,85,737
3708460.169,66,755
3708460.17,-12,755
3708460.17,-32,739
3708460.181,-33,676
3708460.181,-17,659
3708460.19,61,658
3708460.19,85,674
3708460.196,86,737
3708460.196,67,755
3708460.214,-8,755
3708460.214,-32,740
3708460.214,-34,676
3708460.214,-17,659
3708460.22,61,659
3708460.221,86,673
3708460.239,85,736
3708460.239,68,754
3708460.239,-8,755
3708460.239,-34,739
3708460.243,-35,677
3708460.243,-19,660
3708460.252,58,660
3708460.252,85,675
3708460.261,83,738
3708460.261,65,756
3708460.266,-9,756
3708460.266,-32,741
3708460.277,-33,677
3708460.277,-15,660
3708460.284,60,659
3708460.284,84,674
3708460.294,86,738
3708460.294,66,756
3708460.3,-11,755
3708460.3,-30,739
3708460.308,-30,675
3708460.308,-15,658
3708460.316,61,659
3708460.316,85,673
3708460.323,86,736
3708460.323,69,754
3708460.332,-7,755
3708460.332,-30,739
3708460.34,-33,675
3708460.34,-17,660
3708460.349,61,658
3708460.349,85,674
3708460.354,86,738
3708460.354,69,755
3708460.368,-6,755
3708460.368,-32,741
3708460.374,-33,677
3708460.374,-15,660
3708460.379,62,660
3708460.379,84,674
3708460.388,86,737
3708460.388,69,755
3708460.397,-8,757
3708460.397,-31,742
3708460.422,-32,677
3708460.422,-14,658
3708460.431,61,660
3708460.431,84,675
3708460.432,86,739
3708460.432,70,755
3708460.435,-7,757
3708460.435,-31,742
3708460.437,-33,677
3708460.437,-15,660
3708460.444,62,658
3708460.444,87,672
3708460.453,86,736
3708460.453,71,753
3708460.461,-5,752
3708460.461,-30,737
3708460.469,-33,673
3708460.469,-16,654
3708460.475,62,652
3708460.475,85,667
3708460.494,87,729
3708460.494,70,746
3708460.494,-7,745
3708460.494,-33,730
3708460.501,-33,664
3708460.501,-15,648
3708460.52,62,647
3708460.52,85,660
3708460.52,86,724
3708460.52,70,742
3708460.522,-9,743
3708460.522,-33,726
3708460.534,-31,662
3708460.534,-15,644
3708460.54,62,644
3708460.54,86,658
3708460.547,88,720
3708460.547,70,739
3708460.556,-7,739
3708460.556,-31,724
3708460.565,-32,662
3708460.565,-15,644
3708460.573,61,643
3708460.573,85,658
3708460.579,86,721
3708460.579,70,739
3708460.588,-7,739
3708460.588,-32,723
3708460.597,-32,660
3708460.597,-14,643
3708460.603,61,642
3708460.603,84,658
3708460.615,87,721
3708460.615,70,738
3708460.622,-7,738
3708460.622,-33,724
3708460.629,-32,661
3708460.629,-16,643
3708460.635,61,642
3708460.635,85,657
3708460.644,87,720
3708460.644,68,738
3708460.663,-8,739
3708460.663,-31,724
3708460.663,-32,660
3708460.663,-14,642
3708460.667,62,642
3708460.667,85,657
3708460.675,85,721
3708460.675,68,739
3708460.684,-8,739
3708460.684,-31,724
3708460.691,-33,660
3708460.691,-17,643
3708460.718,59,642
3708460.718,84,657
3708460.732,85,720
3708460.732,68,738
3708460.733,-8,738
3708460.733,-32,722
3708460.734,-34,659
3708460.734,-16,642
3708460.737,62,642
3708460.737,84,656
3708460.738,86,719
3708460.738,69,737
3708460.748,-8,737
3708460.748,-31,722
3708460.757,-32,659
3708460.757,-16,642
3708460.765,61,641
3708460.765,84,655
3708460.782,85,719
3708460.782,70,736
3708460.782,-7,736
3708460.782,-31,722
3708460.786,-32,658
3708460.786,-15,642
3708460.8,61,641
3708460.8,85,657
3708460.803,87,721
3708460.803,70,738
3708460.812,-7,738
3708460.812,-30,722
3708460.82,-31,657
3708460.82,-15,640
3708460.826,62,640
3708460.826,86,655
3708460.835,87,718
3708460.835,70,735
3708460.844,-7,735
3708460.844,-32,721
3708460.853,-33,657
3708460.853,-16,639
3708460.859,63,639
3708460.859,86,655
3708460.869,86,718
3708460.869,69,735
3708460.877,-6,736
3708460.877,-31,720
3708460.882,-32,657
3708460.882,-15,640
3708460.891,62,640
3708460.891,86,655
3708460.901,87,719
3708460.901,70,736
3708460.91,-7,736
3708460.91,-29,721
3708460.916,-28,657
3708460.916,-13,641
3708460.935,62,640
3708460.935,87,654
3708460.935,89,717
3708460.935,70,735
3708460.94,-7,736
3708460.94,-32,721
3708460.959,-31,657
3708460.959,-15,640
3708460.959,61,640
3708460.959,85,654
3708460.963,85,718
3708460.963,67,736
3708460.971,-6,736
3708460.971,-30,721
3708460.978,-30,658
3708460.978,-13,639
3708460.988,62,638
3708460.988,87,652
3708460.997,88,716
3708460.997,71,732
3708461.019,-6,730
3708461.019,-30,712
3708461.032,-31,647
3708461.032,-14,628
3708461.034,63,625
3708461.034,88,638
3708461.036,89,700
3708461.036,69,716
3708461.039,-6,714
3708461.039,-30,696
3708461.044,-32,631
3708461.044,-16,612
3708461.053,62,610
3708461.053,87,624
3708461.072,88,687
3708461.072,69,701
3708461.072,-8,700
3708461.072,-30,683
3708461.077,-30,618
3708461.077,-14,599
3708461.085,63,598
3708461.085,86,612
3708461.092,88,675
3708461.092,69,691
3708461.111,-6,691
3708461.111,-30,676
3708461.111,-31,612
3708461.111,-15,595
3708461.116,62,595
3708461.116,86,610
3708461.122,88,673
3708461.122,71,692
3708461.132,-6,692
3708461.132,-29,677
3708461.143,-30,613
3708461.143,-15,596
3708461.147,62,595
3708461.147,84,611
3708461.155,87,675
3708461.155,71,692
3708461.164,-5,692
3708461.164,-30,677
3708461.172,-32,614
3708461.172,-12,596
3708461.179,67,596
3708461.179,88,611
3708461.189,89,675
3708461.189,74,692
3708461.202,-5,692
3708461.202,-29,677
3708461.205,-31,614
3708461.205,-14,597
3708461.211,62,597
3708461.211,86,612
3708461.223,86,675
3708461.223,68,693
3708461.229,-10,692
3708461.229,-35,677
3708461.235,-36,615
3708461.235,-20,597
3708461.244,56,597
3708461.244,79,612
3708461.25,83,675
3708461.25,66,693
3708461.26,-12,694
3708461.26,-34,679
3708461.268,-38,615
3708461.268,-21,596
3708461.277,56,597
3708461.277,80,613
3708461.283,79,674
3708461.283,63,689
3708461.292,-14,689
3708461.292,-38,673
3708461.322,-39,609
3708461.322,-21,592
3708461.332,55,592
3708461.332,80,608
3708461.334,82,669
3708461.334,63,687
3708461.334,-13,688
3708461.334,-36,672
3708461.337,-37,609
3708461.337,-19,591
3708461.34,56,591
3708461.34,80,606
3708461.346,83,669
3708461.346,65,687
3708461.357,-13,687
3708461.357,-38,672
3708461.364,-40,609
3708461.364,-22,592
3708461.383,55,592
3708461.383,79,606
3708461.383,80,670
3708461.383,63,687
3708461.387,-13,687
3708461.387,-36,672
3708461.417,-38,609
3708461.417,-22,592
3708461.42,54,591
3708461.42,79,606
3708461.421,80,670
3708461.421,62,687
3708461.423,-13,688
3708461.423,-37,672
3708461.426,-40,609
3708461.426,-23,591
3708461.435,55,591
3708461.435,79,606
3708461.444,79,670
3708461.444,62,687
3708461.453,-14,688
3708461.453,-36,672
3708461.459,-38,610
3708461.459,-22,592
3708461.47,55,591
3708461.47,78,606
3708461.477,80,669
3708461.477,63,687
3708461.483,-15,688
3708461.483,-39,673
3708461.501,-38,608
3708461.501,-22,592
3708461.501,55,591
3708461.501,78,607
3708461.519,79,671
3708461.519,62,688
3708461.519,-15,688
3708461.519,-39,673
3708461.523,-39,609
3708461.523,-23,591
3708461.532,55,591
3708461.532,78,606
3708461.541,80,669
3708461.541,62,687
3708461.548,-16,687
3708461.548,-37,672
3708461.558,-37,609
3708461.558,-21,592
3708461.565,56,594
3708461.565,79,608
3708461.572,79,669
3708461.572,64,686
3708461.579,-13,686
3708461.579,-38,671
3708461.589,-39,609
3708461.589,-20,591
3708461.597,56,590
3708461.597,79,606
3708461.619,82,670
3708461.619,65,688
3708461.633,-12,688
3708461.633,-36,672
3708461.634,-37,608
3708461.634,-19,590
3708461.635,57,590
3708461.635,81,605
3708461.638,81,667
3708461.638,63,685
3708461.644,-14,685
3708461.644,-37,670
3708461.653,-39,606
3708461.653,-22,588
3708461.659,55,588
3708461.659,78,603
3708461.668,78,666
3708461.668,61,684
3708461.676,-12,683
3708461.676,-37,668
3708461.683,-38,604
3708461.683,-21,587
3708461.691,56,587
3708461.691,80,602
3708461.701,82,664
3708461.701,65,682
3708461.707,-13,683
3708461.707,-37,668
3708461.719,-38,604
3708461.719,-21,587
3708461.725,56,587
3708461.725,79,602
3708461.734,81,666
3708461.734,64,682
3708461.739,-12,682
3708461.739,-36,667
3708461.748,-39,603
3708461.748,-22,585
3708461.767,55,585
3708461.767,78,601
3708461.767,78,664
3708461.767,63,681
3708461.771,-15,681
3708461.771,-39,666
3708461.778,-39,603
3708461.778,-23,586
3708461.787,52,585
3708461.787,77,600
3708461.807,80,664
3708461.807,64,681
3708461.807,-14,680
3708461.807,-37,666
3708461.811,-40,603
3708461.811,-24,587
3708461.824,52,586
3708461.824,78,600
3708461.827,83,665
3708461.827,71,683
3708461.835,-4,683
3708461.835,-25,668
3708461.844,-20,604
3708461.844,2,586
3708461.853,82,586
3708461.853,112,601
3708461.859,120,665
3708461.859,105,681
3708461.869,32,681
3708461.869,14,667
3708461.877,17,604
3708461.877,36,586
3708461.883,118,586
3708461.883,146,602
3708461.894,147,666
3708461.894,134,683
3708461.918,61,683
3708461.918,40,667
3708461.932,42,604
3708461.932,62,587
3708461.932,141,586
3708461.932,167,601
3708461.935,171,664
3708461.935,156,681
3708461.937,83,681
3708461.937,60,666
3708461.94,59,602
3708461.94,79,586
3708461.948,158,586
3708461.948,183,601
3708461.956,187,665
3708461.956,173,681
3708461.965,94,682
3708461.965,73,667
3708461.975,73,603
3708461.975,91,587
3708461.979,172,586
3708461.979,196,601
3708461.988,197,664
3708461.988,184,682
3708461.997,107,682
3708461.997,83,668
3708462.003,81,604
3708462.003,98,586
3708462.012,176,587
3708462.012,200,602
3708462.022,202,665
3708462.022,184,682
3708462.031,106,682
3708462.031,83,667
3708462.036,82,604
3708462.036,102,586
3708462.055,178,586
3708462.055,200,602
3708462.06,200,665
3708462.06,181,682
3708462.06,105,682
3708462.06,83,667
3708462.066,83,604
3708462.066,100,587
3708462.075,175,586
3708462.075,200,602
3708462.084,203,666
3708462.084,182,682
3708462.091,105,682
3708462.091,81,667
3708462.1,82,604
3708462.1,99,587
3708462.118,174,587
3708462.118,200,601
3708462.118,200,665
3708462.118,184,682
3708462.123,105,683
3708462.123,82,668
3708462.132,81,605
3708462.132,97,588
3708462.143,176,587
3708462.143,201,602
3708462.147,201,665
3708462.147,183,683
3708462.156,107,684
3708462.156,81,668
3708462.163,81,604
3708462.163,99,587
3708462.172,175,586
3708462.172,199,601
3708462.18,199,665
3708462.18,179,683
3708462.188,106,682
3708462.188,83,667
3708462.222,81,605
3708462.222,97,589
3708462.222,174,589
3708462.222,198,604
3708462.233,199,667
3708462.233,181,683
3708462.234,104,683
3708462.234,83,668
3708462.234,81,605
3708462.234,100,588
3708462.236,173,588
3708462.236,198,603
3708462.244,198,666
3708462.244,180,684
3708462.25,105,684
3708462.25,81,669
3708462.259,80,605
3708462.259,97,588
3708462.268,175,588
3708462.268,198,603
3708462.276,198,667
3708462.276,179,684
3708462.283,104,685
3708462.283,81,672
3708462.292,80,610
3708462.292,99,593
3708462.3,174,595
3708462.3,196,614
3708462.317,199,681
3708462.317,182,700
3708462.319,106,702
3708462.319,82,689
3708462.323,80,625
3708462.323,98,608
3708462.343,176,608
3708462.343,199,623
3708462.343,199,685
3708462.343,182,703
3708462.35,104,703
3708462.35,80,687
3708462.356,79,624
3708462.356,96,607
3708462.363,171,608
3708462.364,197,623
3708462.382,200,686
3708462.382,182,703
3708462.382,105,703
3708462.382,80,689
3708462.387,79,625
3708462.387,99,608
3708462.396,175,607
3708462.396,196,623
3708462.406,198,686
3708462.406,183,703
3708462.411,109,703
3708462.411,84,688
3708462.419,80,624
3708462.419,98,606
3708462.428,174,608
3708462.428,198,623
3708462.438,200,686
3708462.438,182,703
3708462.444,105,704
3708462.444,81,688
3708462.452,81,624
3708462.452,98,606
3708462.471,174,606
3708462.471,199,622
3708462.471,200,685
3708462.471,183,702
3708462.477,107,702
3708462.477,81,686
3708462.486,81,624
3708462.486,99,607
3708462.491,174,609
3708462.491,200,627
3708462.519,201,690
3708462.519,184,708
3708462.532,106,712
3708462.532,81,702
3708462.534,81,640
3708462.534,97,624
3708462.535,178,625
3708462.535,201,641
3708462.536,199,705
3708462.536,180,722
3708462.539,104,721
3708462.539,81,706
3708462.546,81,642
3708462.546,97,624
3708462.556,174,623
3708462.556,198,638
3708462.565,198,702
3708462.565,181,719
3708462.575,102,719
3708462.575,82,705
3708462.579,86,641
3708462.579,105,621
3708462.588,180,622
3708462.588,206,637
3708462.597,208,700
3708462.597,192,718
3708462.603,119,718
3708462.603,96,702
3708462.612,97,638
3708462.612,113,620
3708462.631,188,620
3708462.631,216,635
3708462.631,218,698
3708462.631,202,715
3708462.637,125,715
3708462.637,102,700
3708462.646,98,636
3708462.646,117,618
3708462.652,196,618
3708462.652,220,632
3708462.663,220,695
3708462.663,203,715
3708462.667,128,715
3708462.667,103,699
3708462.696,99,635
3708462.696,117,619
3708462.697,192,620
3708462.697,218,635
3708462.699,221,697
3708462.699,204,715
3708462.7,127,714
3708462.7,102,699
3708462.708,100,634
3708462.708,117,617
3708462.716,194,615
3708462.716,217,630
3708462.725,219,693
3708462.725,202,711
3708462.733,125,711
3708462.733,101,695
3708462.739,99,631
3708462.739,116,614
3708462.749,193,614
3708462.749,218,629
3708462.763,220,692
3708462.763,203,710
3708462.765,125,711
3708462.765,103,696
3708462.772,103,632
3708462.772,122,615
3708462.791,196,614
3708462.791,218,629
3708462.791,217,692
3708462.791,202,710
3708462.797,126,711
3708462.797,101,696
3708462.818,101,632
3708462.818,118,615
3708462.832,194,614
3708462.832,218,630
3708462.834,221,694
3708462.834,202,711
3708462.835,125,711
3708462.835,101,696
3708462.836,102,633
3708462.836,119,615
3708462.845,194,615
3708462.845,218,630
3708462.854,218,694
3708462.854,201,711
3708462.86,125,712
3708462.86,101,697
3708462.869,99,633
3708462.869,117,616
3708462.878,194,616
3708462.878,217,631
3708462.884,219,695
3708462.884,202,711
3708462.891,126,711
3708462.891,102,697
3708462.91,99,634
3708462.91,118,617
3708462.91,195,617
3708462.91,218,633
3708462.915,219,696
3708462.915,201,713
3708462.923,124,714
3708462.923,100,698
3708462.932,101,635
3708462.932,117,617
3708462.94,194,616
3708462.94,217,632
3708462.948,218,694
3708462.948,204,712
3708462.956,127,713
3708462.956,102,700
3708462.964,102,636
3708462.964,119,618
3708462.973,195,619
3708462.973,219,636
3708462.98,220,701
3708462.98,203,719
3708462.988,126,720
3708462.988,101,705
3708463,101,642
3708463,118,624
3708463.004,194,623
3708463.004,220,639
3708463.012,222,702
3708463.012,203,719
3708463.021,125,719
3708463.021,103,704
3708463.029,101,640
3708463.029,119,623
3708463.035,196,623
3708463.035,218,639
3708463.054,219,702
3708463.054,204,718
3708463.054,126,719
3708463.054,100,704
3708463.061,98,640
3708463.061,116,624
3708463.08,193,623
3708463.08,215,638
3708463.08,219,702
3708463.08,201,719
3708463.083,125,719
3708463.083,103,704
3708463.094,101,640
3708463.094,119,623
3708463.118,194,622
3708463.118,219,637
3708463.132,219,701
3708463.132,202,719
3708463.133,127,719
3708463.133,103,704
3708463.134,102,640
3708463.134,118,623
3708463.136,195,626
3708463.136,217,642
3708463.138,219,704
3708463.138,202,725
3708463.147,127,729
3708463.147,103,720
3708463.156,103,661
3708463.156,119,647
3708463.166,195,650
3708463.166,220,671
3708463.177,225,736
3708463.177,208,756
3708463.18,131,759
3708463.18,100,746
3708463.189,94,681
3708463.189,110,665
3708463.206,181,666
3708463.206,196,678
3708463.206,192,741
3708463.206,171,758
3708463.21,90,756
3708463.21,59,738
3708463.22,53,672
3708463.22,65,654
3708463.229,136,654
3708463.229,152,667
3708463.237,145,731
3708463.237,123,749
3708463.244,42,748
3708463.244,12,733
3708463.252,5,669
3708463.252,15,651
3708463.263,87,651
3708463.263,104,667
3708463.267,101,730
3708463.267,79,748
3708463.276,-1,748
3708463.276,-27,733
3708463.283,-28,670
3708463.283,-11,652
3708463.292,66,651
3708463.292,89,666
3708463.298,89,730
3708463.298,73,748
3708463.308,0,748
3708463.309,-27,733
3708463.327,-28,669
3708463.327,-13,650
3708463.327,63,650
3708463.327,89,667
3708463.331,90,731
3708463.331,73,749
3708463.34,-5,748
3708463.34,-27,733
3708463.35,-27,669
3708463.35,-12,652
3708463.356,65,652
3708463.356,89,666
3708463.365,88,730
3708463.365,71,748
3708463.372,-4,749
3708463.372,-29,734
3708463.38,-29,670
3708463.38,-13,652
3708463.385,64,652
3708463.385,90,667
3708463.396,90,730
3708463.396,70,747
3708463.418,-5,748
3708463.418,-29,733
3708463.432,-31,669
3708463.432,-11,653
3708463.433,65,652
3708463.433,89,667
3708463.436,89,731
3708463.436,72,748
3708463.437,-2,748
3708463.437,-29,733
3708463.445,-30,670
3708463.445,-15,653
3708463.462,63,653
3708463.462,89,667
3708463.462,90,730
3708463.462,71,748
3708463.47,-4,748
3708463.47,-27,732
3708463.476,-28,670
3708463.476,-10,651
3708463.484,64,651
3708463.484,87,667
3708463.503,90,731
3708463.503,73,748
3708463.503,-5,747
3708463.503,-27,733
3708463.507,-27,670
3708463.507,-13,653
3708463.526,60,652
3708463.526,82,667
3708463.526,84,731
3708463.526,69,748
3708463.531,-9,749
3708463.531,-33,733
3708463.542,-32,670
3708463.542,-18,652
3708463.546,61,651
3708463.546,86,667
3708463.556,87,730
3708463.556,69,749
3708463.565,-6,749
3708463.565,-30,733
3708463.573,-32,669
3708463.573,-16,653
3708463.58,61,651
3708463.58,86,667
3708463.587,87,730
3708463.587,69,748
3708463.606,-8,747
3708463.606,-30,731
3708463.606,-32,669
3708463.606,-15,652
3708463.611,61,652
3708463.611,83,667
3708463.622,87,731
3708463.622,69,749
3708463.629,-6,749
3708463.629,-31,735
3708463.648,-33,671
3708463.648,-15,653
3708463.648,61,652
3708463.648,85,667
3708463.65,86,730
3708463.65,69,747
3708463.659,-9,748
3708463.659,-34,733
3708463.668,-35,670
3708463.668,-16,652
3708463.677,62,652
3708463.677,84,667
3708463.683,85,731
3708463.683,69,748
3708463.692,-9,748
3708463.692,-32,733
3708463.719,-32,670
3708463.719,-17,652
3708463.732,60,651
3708463.732,85,666
3708463.733,85,730
3708463.733,68,748
3708463.734,-8,749
3708463.734,-33,734
3708463.737,-34,671
3708463.737,-17,655
3708463.74,60,654
3708463.74,84,670
3708463.747,83,733
3708463.747,65,751
3708463.756,-11,752
3708463.756,-35,737
3708463.763,-36,674
3708463.763,-18,657
3708463.782,58,659
3708463.782,84,673
3708463.782,87,738
3708463.782,68,756
3708463.786,-10,754
3708463.786,-33,740
3708463.799,-31,677
3708463.799,-14,661
3708463.805,61,658
3708463.805,85,674
3708463.811,85,738
3708463.811,68,755
3708463.819,-8,755
3708463.819,-31,739
3708463.828,-31,677
3708463.828,-15,660
3708463.836,60,660
3708463.836,85,673
3708463.843,87,738
3708463.843,70,755
3708463.853,-8,754
3708463.853,-31,739
3708463.86,-33,675
3708463.86,-18,657
3708463.869,63,658
3708463.869,85,673
3708463.874,85,736
3708463.874,70,754
3708463.887,-7,754
3708463.887,-30,738
3708463.891,-31,676
3708463.891,-14,658
3708463.9,61,657
3708463.9,87,673
3708463.907,89,738
3708463.907,70,755
3708463.921,-5,754
3708463.921,-29,739
3708463.923,-29,675
3708463.923,-12,658
3708463.932,65,658
3708463.932,88,672
3708463.941,88,735
3708463.941,71,753
3708463.947,-6,754
3708463.947,-30,738
3708463.978,-33,675
3708463.978,-16,657
3708463.98,62,657
3708463.98,83,672
3708463.981,86,735
3708463.981,72,753
3708463.981,-5,752
3708463.981,-30,737
3708463.986,-31,674
3708463.986,-14,655
3708463.995,62,656
3708463.995,88,670
3708464.018,89,734
3708464.018,73,753
3708464.033,-3,752
3708464.033,-28,737
3708464.034,-29,673
3708464.034,-14,656
3708464.034,64,656
3708464.034,88,671
3708464.035,88,735
3708464.035,71,752
3708464.047,-6,751
3708464.047,-31,736
3708464.051,-32,673
3708464.051,-15,656
3708464.059,62,656
3708464.059,87,671
3708464.068,87,734
3708464.068,70,752
3708464.076,-6,752
3708464.076,-32,737
3708464.082,-32,673
3708464.082,-13,655
3708464.091,62,654
3708464.091,85,670
3708464.101,86,733
3708464.101,70,752
3708464.107,-5,752
3708464.107,-29,736
3708464.116,-32,673
3708464.116,-13,656
3708464.126,64,655
3708464.126,88,670
3708464.13,90,733
3708464.13,71,751
3708464.139,-5,751
3708464.139,-28,736
3708464.149,-29,673
3708464.149,-14,655
3708464.167,62,655
3708464.167,86,670
3708464.167,87,734
3708464.167,71,751
3708464.17,-8,752
3708464.17,-33,737
3708464.179,-33,673
3708464.179,-16,656
3708464.188,59,655
3708464.188,82,670
3708464.207,84,734
3708464.207,68,751
3708464.207,-9,752
3708464.207,-32,736
3708464.209,-32,672
3708464.209,-16,656
3708464.219,60,656
3708464.219,85,671
3708464.228,87,735
3708464.228,68,752
3708464.237,-5,752
3708464.237,-32,737
3708464.243,-32,673
3708464.243,-15,656
3708464.252,62,656
3708464.252,85,671
3708464.261,85,733
3708464.261,68,751
3708464.267,-7,751
3708464.267,-32,737
3708464.276,-33,673
3708464.276,-15,656
3708464.284,59,656
3708464.284,85,670
3708464.292,88,734
3708464.292,70,751
3708464.318,-7,752
3708464.318,-31,736
3708464.332,-32,672
3708464.332,-15,655
3708464.333,61,655
3708464.333,85,670
3708464.335,85,734
3708464.335,69,752
3708464.335,-6,752
3708464.335,-30,736
3708464.339,-34,675
3708464.339,-17,657
3708464.348,60,657
3708464.348,84,672
3708464.357,85,735
3708464.357,68,752
3708464.363,-9,752
3708464.363,-33,736
3708464.382,-34,672
3708464.382,-17,656
3708464.382,60,656
3708464.382,84,670
3708464.388,86,734
3708464.388,69,752
3708464.399,-7,752
3708464.399,-30,737
3708464.403,-32,673
3708464.403,-16,655
3708464.412,61,656
3708464.412,85,671
3708464.421,88,734
3708464.421,71,751
3708464.427,-8,751
3708464.427,-32,734
3708464.435,-30,672
3708464.435,-16,654
3708464.454,60,653
3708464.454,84,667
3708464.454,85,729
3708464.454,68,744
3708464.461,-9,742
3708464.461,-32,725
3708464.475,-33,660
3708464.475,-16,641
3708464.478,59,640
3708464.478,83,653
3708464.492,85,716
3708464.492,69,733
3708464.494,-8,732
3708464.494,-32,715
3708464.502,-32,650
3708464.502,-13,631
3708464.508,60,628
3708464.508,80,642
3708464.517,83,704
3708464.517,66,720
3708464.526,-11,718
3708464.526,-39,702
3708464.532,-41,636
3708464.532,-21,616
3708464.541,54,615
3708464.541,79,630
3708464.547,80,693
3708464.547,62,711
3708464.556,-15,711
3708464.556,-39,696
3708464.567,-40,632
3708464.567,-25,615
3708464.571,53,616
3708464.571,77,631
