# participant_id: Blink_H
# gesture: custom
# trial_number: 6
# stream_name: BioRadio_Configuration
# timestamp: 20260430_100429
# samples: 2242
# duration_sec: 8.960
# nominal_sample_rate: 250.0
# effective_sample_rate: 250.11
#
timestamp,EMG1,GSR2
3708780.071134,19.000000,0.000000
3708780.071140,3.000000,0.000000
3708780.090034,-70.000000,0.000000
3708780.090039,-92.000000,0.000000
3708780.090045,-88.000000,0.000000
3708780.090050,-74.000000,0.000000
3708780.097569,-2.000000,0.000000
3708780.097572,21.000000,0.000000
3708780.107843,19.000000,0.000000
3708780.107849,0.000000,0.000000
3708780.114196,-69.000000,0.000000
3708780.114200,-91.000000,0.000000
3708780.141868,-91.000000,0.000000
3708780.141876,-75.000000,0.000000
3708780.144404,-2.000000,0.000000
3708780.144414,23.000000,0.000000
3708780.145693,24.000000,0.000000
3708780.145696,3.000000,0.000000
3708780.146966,-67.000000,0.000000
3708780.146969,-90.000000,0.000000
3708780.150752,-88.000000,0.000000
3708780.150758,-73.000000,0.000000
3708780.159562,-1.000000,0.000000
3708780.159565,26.000000,0.000000
3708780.166937,22.000000,0.000000
3708780.166940,6.000000,0.000000
3708780.180791,-65.000000,0.000000
3708780.180795,-89.000000,0.000000
3708780.183328,-87.000000,0.000000
3708780.183331,-72.000000,0.000000
3708780.194647,-1.000000,0.000000
3708780.194650,23.000000,0.000000
3708780.200950,20.000000,0.000000
3708780.200953,7.000000,0.000000
3708780.223598,-68.000000,0.000000
3708780.223604,-92.000000,0.000000
3708780.237435,-88.000000,0.000000
3708780.237441,-73.000000,0.000000
3708780.238721,3.000000,0.000000
3708780.238724,21.000000,0.000000
3708780.240026,19.000000,0.000000
3708780.240030,5.000000,0.000000
3708780.242439,-67.000000,0.000000
3708780.242443,-87.000000,0.000000
3708780.247480,-91.000000,0.000000
3708780.247483,-73.000000,0.000000
3708780.255033,0.000000,0.000000
3708780.255040,22.000000,0.000000
3708780.266364,23.000000,0.000000
3708780.266369,5.000000,0.000000
3708780.270179,-68.000000,0.000000
3708780.270183,-89.000000,0.000000
3708780.278996,-88.000000,0.000000
3708780.279002,-72.000000,0.000000
3708780.287811,0.000000,0.000000
3708780.287814,22.000000,0.000000
3708780.296616,20.000000,0.000000
3708780.296619,6.000000,0.000000
3708780.301745,-67.000000,0.000000
