# participant_id: Horizontal
# gesture: custom
# trial_number: 1
# stream_name: BioRadio_Configuration
# timestamp: 20260430_095840
# samples: 18349
# duration_sec: 73.407
# nominal_sample_rate: 250.0
# effective_sample_rate: 249.95
#
timestamp,EMG1,GSR2
3708366.472762,32.000000,1.000000
3708366.472766,6.000000,1.000000
3708366.484159,4.000000,1.000000
3708366.484164,20.000000,1.000000
3708366.490458,101.000000,1.000000
3708366.490461,125.000000,1.000000
3708366.516854,127.000000,1.000000
3708366.516859,109.000000,1.000000
3708366.530769,30.000000,1.000000
3708366.530775,5.000000,1.000000
3708366.532051,4.000000,1.000000
3708366.532054,21.000000,1.000000
3708366.533328,99.000000,1.000000
3708366.533331,125.000000,1.000000
3708366.535860,128.000000,1.000000
3708366.535863,110.000000,1.000000
3708366.539420,29.000000,1.000000
3708366.539425,5.000000,1.000000
3708366.549368,6.000000,1.000000
3708366.549380,21.000000,1.000000
3708366.555597,100.000000,1.000000
3708366.555600,125.000000,1.000000
3708366.565657,127.000000,1.000000
3708366.565661,110.000000,1.000000
3708366.571959,30.000000,1.000000
3708366.571964,5.000000,1.000000
3708366.589416,5.000000,1.000000
3708366.589421,21.000000,1.000000
3708366.589427,100.000000,1.000000
3708366.589428,126.000000,1.000000
3708366.593212,126.000000,1.000000
3708366.593218,109.000000,1.000000
3708366.602041,32.000000,1.000000
3708366.602047,6.000000,1.000000
3708366.610913,3.000000,1.000000
3708366.610917,22.000000,1.000000
3708366.629882,100.000000,1.000000
3708366.629888,126.000000,1.000000
3708366.631159,128.000000,1.000000
3708366.631164,111.000000,1.000000
3708366.633700,32.000000,1.000000
3708366.633717,7.000000,1.000000
3708366.642551,7.000000,1.000000
3708366.642557,23.000000,1.000000
3708366.651400,102.000000,1.000000
3708366.651406,127.000000,1.000000
3708366.662499,129.000000,1.000000
3708366.662503,111.000000,1.000000
3708366.666294,33.000000,1.000000
3708366.666300,8.000000,1.000000
3708366.693965,6.000000,1.000000
3708366.693969,24.000000,1.000000
3708366.695235,103.000000,1.000000
3708366.695239,128.000000,1.000000
3708366.696506,130.000000,1.000000
3708366.696512,113.000000,1.000000
3708366.697825,33.000000,1.000000
3708366.697830,6.000000,1.000000
3708366.706757,5.000000,1.000000
3708366.706764,20.000000,1.000000
3708366.715581,100.000000,1.000000
3708366.715587,128.000000,1.000000
3708366.729451,129.000000,1.000000
3708366.729456,112.000000,1.000000
3708366.734512,29.000000,1.000000
3708366.734516,4.000000,1.000000
3708366.737041,4.000000,1.000000
3708366.737048,24.000000,1.000000
3708366.748375,102.000000,1.000000
3708366.748380,126.000000,1.000000
3708366.754671,127.000000,1.000000
3708366.754674,112.000000,1.000000
3708366.760970,32.000000,1.000000
3708366.760976,6.000000,1.000000
3708366.769802,5.000000,1.000000
3708366.769806,22.000000,1.000000
3708366.778629,102.000000,1.000000
3708366.778635,125.000000,1.000000
3708366.787433,126.000000,1.000000
3708366.787439,110.000000,1.000000
3708366.797560,31.000000,1.000000
3708366.797565,7.000000,1.000000
3708366.816455,4.000000,1.000000
3708366.816460,22.000000,1.000000
3708366.830419,102.000000,1.000000
3708366.830425,127.000000,1.000000
3708366.831688,130.000000,1.000000
3708366.831690,112.000000,1.000000
3708366.834214,34.000000,1.000000
3708366.834220,7.000000,1.000000
3708366.835505,5.000000,1.000000
3708366.835508,23.000000,1.000000
3708366.841811,101.000000,1.000000
3708366.841817,126.000000,1.000000
3708366.860711,127.000000,1.000000
3708366.860717,112.000000,1.000000
3708366.860723,33.000000,1.000000
3708366.860724,7.000000,1.000000
3708366.866970,3.000000,1.000000
3708366.866972,21.000000,1.000000
3708366.877072,99.000000,1.000000
3708366.877085,125.000000,1.000000
3708366.883383,125.000000,1.000000
3708366.883388,111.000000,1.000000
3708366.892222,31.000000,1.000000
3708366.892227,4.000000,1.000000
3708366.909808,5.000000,1.000000
3708366.909814,23.000000,1.000000
3708366.909820,103.000000,1.000000
3708366.909826,124.000000,1.000000
3708366.913604,127.000000,1.000000
3708366.913610,109.000000,1.000000
3708366.926301,32.000000,1.000000
3708366.926311,6.000000,1.000000
3708366.932612,3.000000,1.000000
3708366.932616,20.000000,1.000000
3708366.938971,101.000000,1.000000
3708366.938975,126.000000,1.000000
3708366.947769,128.000000,1.000000
3708366.947772,110.000000,1.000000
3708366.954106,30.000000,1.000000
3708366.954115,4.000000,1.000000
3708366.962930,4.000000,1.000000
3708366.962935,22.000000,1.000000
3708366.971779,102.000000,1.000000
3708366.971782,127.000000,1.000000
3708366.980596,128.000000,1.000000
3708366.980603,109.000000,1.000000
3708366.985671,30.000000,1.000000
3708366.985677,3.000000,1.000000
3708366.997006,4.000000,1.000000
3708366.997014,21.000000,1.000000
3708367.003317,98.000000,1.000000
3708367.003321,124.000000,1.000000
3708367.009609,125.000000,1.000000
3708367.009615,108.000000,1.000000
3708367.019711,28.000000,1.000000
3708367.019716,3.000000,1.000000
3708367.033401,3.000000,1.000000
3708367.033405,22.000000,1.000000
3708367.035933,102.000000,1.000000
3708367.035939,127.000000,1.000000
3708367.042229,128.000000,1.000000
3708367.042232,109.000000,1.000000
3708367.051063,30.000000,1.000000
3708367.051067,7.000000,1.000000
3708367.057416,3.000000,1.000000
3708367.057420,21.000000,1.000000
3708367.066239,100.000000,1.000000
3708367.066246,126.000000,1.000000
3708367.075051,127.000000,1.000000
3708367.075055,109.000000,1.000000
3708367.083874,31.000000,1.000000
3708367.083880,7.000000,1.000000
3708367.091458,5.000000,1.000000
3708367.091462,20.000000,1.000000
3708367.115416,99.000000,1.000000
3708367.115421,126.000000,1.000000
3708367.129298,127.000000,1.000000
3708367.129303,109.000000,1.000000
3708367.130570,30.000000,1.000000
3708367.130574,5.000000,1.000000
3708367.133079,6.000000,1.000000
3708367.133085,20.000000,1.000000
3708367.135611,99.000000,1.000000
3708367.135617,125.000000,1.000000
3708367.141928,126.000000,1.000000
3708367.141934,108.000000,1.000000
3708367.148281,30.000000,1.000000
3708367.148286,7.000000,1.000000
3708367.158364,3.000000,1.000000
3708367.158368,22.000000,1.000000
3708367.162154,100.000000,1.000000
3708367.162161,126.000000,1.000000
3708367.170959,125.000000,1.000000
3708367.170962,107.000000,1.000000
3708367.184797,29.000000,1.000000
3708367.184804,3.000000,1.000000
3708367.188497,3.000000,1.000000
3708367.188502,19.000000,1.000000
3708367.194807,99.000000,1.000000
3708367.194813,124.000000,1.000000
3708367.203625,125.000000,1.000000
3708367.203628,108.000000,1.000000
3708367.209927,30.000000,1.000000
3708367.209932,4.000000,1.000000
3708367.218750,4.000000,1.000000
3708367.218754,21.000000,1.000000
3708367.227598,99.000000,1.000000
3708367.227602,124.000000,1.000000
3708367.233901,125.000000,1.000000
3708367.233904,108.000000,1.000000
3708367.242747,30.000000,1.000000
3708367.242752,5.000000,1.000000
3708367.250338,5.000000,1.000000
3708367.250344,22.000000,1.000000
3708367.259153,101.000000,1.000000
3708367.259159,123.000000,1.000000
3708367.265459,125.000000,1.000000
3708367.265461,108.000000,1.000000
3708367.276866,31.000000,1.000000
3708367.276872,6.000000,1.000000
3708367.285702,4.000000,1.000000
3708367.285712,22.000000,1.000000
3708367.290753,100.000000,1.000000
3708367.290758,124.000000,1.000000
3708367.298311,126.000000,1.000000
3708367.298317,109.000000,1.000000
3708367.317252,31.000000,1.000000
3708367.317257,6.000000,1.000000
3708367.317263,3.000000,1.000000
3708367.317264,23.000000,1.000000
3708367.322296,99.000000,1.000000
3708367.322299,125.000000,1.000000
3708367.329839,127.000000,1.000000
3708367.329842,109.000000,1.000000
3708367.338664,30.000000,1.000000
3708367.338668,7.000000,1.000000
3708367.347298,5.000000,1.000000
3708367.347308,22.000000,1.000000
3708367.353599,100.000000,1.000000
3708367.353602,125.000000,1.000000
3708367.362395,126.000000,1.000000
3708367.362398,111.000000,1.000000
3708367.371248,35.000000,1.000000
3708367.371265,6.000000,1.000000
3708367.380069,3.000000,1.000000
3708367.380074,21.000000,1.000000
3708367.386376,99.000000,1.000000
3708367.386378,125.000000,1.000000
3708367.395179,128.000000,1.000000
3708367.395182,111.000000,1.000000
3708367.416637,30.000000,1.000000
3708367.416641,5.000000,1.000000
3708367.430489,5.000000,1.000000
3708367.430493,22.000000,1.000000
3708367.434309,99.000000,1.000000
3708367.434313,124.000000,1.000000
3708367.434319,126.000000,1.000000
3708367.434321,109.000000,1.000000
3708367.435592,31.000000,1.000000
3708367.435596,4.000000,1.000000
3708367.453235,2.000000,1.000000
3708367.453240,19.000000,1.000000
3708367.453246,99.000000,1.000000
3708367.453254,126.000000,1.000000
3708367.457032,125.000000,1.000000
3708367.457035,107.000000,1.000000
3708367.465956,28.000000,1.000000
3708367.465961,4.000000,1.000000
3708367.474785,0.000000,1.000000
3708367.474789,19.000000,1.000000
3708367.483449,98.000000,1.000000
3708367.483457,123.000000,1.000000
3708367.489754,124.000000,1.000000
3708367.489757,109.000000,1.000000
3708367.498541,29.000000,1.000000
3708367.498546,3.000000,1.000000
3708367.507334,1.000000,1.000000
3708367.507338,18.000000,1.000000
3708367.513664,99.000000,1.000000
3708367.513668,124.000000,1.000000
3708367.521214,124.000000,1.000000
3708367.521217,105.000000,1.000000
3708367.530025,29.000000,1.000000
3708367.530033,3.000000,1.000000
3708367.540065,1.000000,1.000000
3708367.540070,17.000000,1.000000
3708367.546379,98.000000,1.000000
3708367.546385,123.000000,1.000000
3708367.555201,123.000000,1.000000
3708367.555204,107.000000,1.000000
3708367.574123,29.000000,1.000000
3708367.574128,5.000000,1.000000
3708367.574134,2.000000,1.000000
3708367.574136,19.000000,1.000000
3708367.577920,98.000000,1.000000
3708367.577926,125.000000,1.000000
3708367.590501,127.000000,1.000000
3708367.590505,109.000000,1.000000
3708367.594332,29.000000,1.000000
3708367.594337,4.000000,1.000000
3708367.601900,1.000000,1.000000
3708367.601905,18.000000,1.000000
3708367.610717,97.000000,1.000000
3708367.610721,124.000000,1.000000
3708367.617014,125.000000,1.000000
3708367.617020,108.000000,1.000000
3708367.625971,29.000000,1.000000
3708367.625978,3.000000,1.000000
3708367.634832,1.000000,1.000000
3708367.634837,16.000000,1.000000
3708367.643662,95.000000,1.000000
3708367.643667,120.000000,1.000000
3708367.649956,123.000000,1.000000
3708367.649959,106.000000,1.000000
3708367.661390,28.000000,1.000000
3708367.661408,3.000000,1.000000
3708367.667712,1.000000,1.000000
3708367.667715,18.000000,1.000000
3708367.672784,97.000000,1.000000
3708367.672788,121.000000,1.000000
3708367.681593,123.000000,1.000000
3708367.681596,107.000000,1.000000
3708367.690405,27.000000,1.000000
3708367.690411,2.000000,1.000000
